sample_accession	run_accession	library_layout	organism	Platform	UMI	study_accession	Tissue	Covariate	Age	integration_group	TissueNote	Source	bam10x	Comment	biosample	Organ
EGAF00004257411	EGAF00004257411	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Organoid	B2	210	Early	F49-W30-B2-S1-I_lib1 Sample alias: cell line (01F49i-N-B7) - culture week (Week 6 12 18 24 30 38 or 46) - organoid batch number (Batch 1 2 or 3) - Sample number - Pool (P) or Individual (I) organoids _technical replicate number	Organoid	NA		NA	Eye
EGAF00004257408	EGAF00004257408	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Organoid	B2	210	Early	F49-W30-B2-S4-I_lib1 Sample alias: cell line (01F49i-N-B7) - culture week (Week 6 12 18 24 30 38 or 46) - organoid batch number (Batch 1 2 or 3) - Sample number - Pool (P) or Individual (I) organoids _technical replicate number	Organoid	NA		NA	Eye
EGAF00004257404	EGAF00004257404	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Organoid	B2	266	Early	F49-W38-B2-S3-I_lib1 Sample alias: cell line (01F49i-N-B7) - culture week (Week 6 12 18 24 30 38 or 46) - organoid batch number (Batch 1 2 or 3) - Sample number - Pool (P) or Individual (I) organoids _technical replicate number	Organoid	NA		NA	Eye
EGAF00004257403	EGAF00004257403	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Organoid	B2	266	Early	F49-W38-B2-S3-I_lib2 Sample alias: cell line (01F49i-N-B7) - culture week (Week 6 12 18 24 30 38 or 46) - organoid batch number (Batch 1 2 or 3) - Sample number - Pool (P) or Individual (I) organoids _technical replicate number	Organoid	NA		NA	Eye
EGAF00004257448	EGAF00004257448	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Organoid	B4	210	Early	IMR-W30-B4-S1-I_lib1 Sample alias: Cell line (IMR90-4) - culture week (Week 30 or 38) - organoid batch number (Batch 4 or 5) - Sample number - Pool (P) or Individual (I) organoids _ technical replicate number	Organoid	NA		NA	Eye
EGAF00004257449	EGAF00004257449	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Organoid	B4	210	Early	IMR-W30-B4-S2-I_lib1 Sample alias: Cell line (IMR90-4) - culture week (Week 30 or 38) - organoid batch number (Batch 4 or 5) - Sample number - Pool (P) or Individual (I) organoids _ technical replicate number	Organoid	NA		NA	Eye
EGAF00004257447	EGAF00004257447	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Organoid	B4	210	Early	IMR-W30-B4-S3-I_lib1 Sample alias: Cell line (IMR90-4) - culture week (Week 30 or 38) - organoid batch number (Batch 4 or 5) - Sample number - Pool (P) or Individual (I) organoids _ technical replicate number	Organoid	NA		NA	Eye
EGAF00004257446	EGAF00004257446	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Organoid	B5	210	Early	IMR-W30-B5-S1-I_lib1 Sample alias: Cell line (IMR90-4) - culture week (Week 30 or 38) - organoid batch number (Batch 4 or 5) - Sample number - Pool (P) or Individual (I) organoids _ technical replicate number	Organoid	NA		NA	Eye
EGAF00004257445	EGAF00004257445	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Organoid	B5	210	Early	IMR-W30-B5-S2-I_lib1 Sample alias: Cell line (IMR90-4) - culture week (Week 30 or 38) - organoid batch number (Batch 4 or 5) - Sample number - Pool (P) or Individual (I) organoids _ technical replicate number	Organoid	NA		NA	Eye
EGAF00004257450	EGAF00004257450	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Organoid	B5	210	Early	IMR-W30-B5-S3-I_lib1 Sample alias: Cell line (IMR90-4) - culture week (Week 30 or 38) - organoid batch number (Batch 4 or 5) - Sample number - Pool (P) or Individual (I) organoids _ technical replicate number	Organoid	NA		NA	Eye
EGAF00004257451	EGAF00004257451	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Organoid	B4	210	Early	IMR-W30-B4-S4-I_lib1 Sample alias: Cell line (IMR90-4) - culture week (Week 30 or 38) - organoid batch number (Batch 4 or 5) - Sample number - Pool (P) or Individual (I) organoids _ technical replicate number	Organoid	NA		NA	Eye
EGAF00004257453	EGAF00004257453	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Organoid	B4	266	Early	IMR-W38-B4-S1-I_lib1 Sample alias: Cell line (IMR90-4) - culture week (Week 30 or 38) - organoid batch number (Batch 4 or 5) - Sample number - Pool (P) or Individual (I) organoids _ technical replicate number	Organoid	NA		NA	Eye
EGAF00004257452	EGAF00004257452	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Organoid	B4	266	Early	IMR-W38-B4-S2-I_lib1 Sample alias: Cell line (IMR90-4) - culture week (Week 30 or 38) - organoid batch number (Batch 4 or 5) - Sample number - Pool (P) or Individual (I) organoids _ technical replicate number	Organoid	NA		NA	Eye
EGAF00004257454	EGAF00004257454	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Organoid	B4	266	Early	IMR-W38-B4-S3-I_lib1 Sample alias: Cell line (IMR90-4) - culture week (Week 30 or 38) - organoid batch number (Batch 4 or 5) - Sample number - Pool (P) or Individual (I) organoids _ technical replicate number	Organoid	NA		NA	Eye
EGAF00004257455	EGAF00004257455	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Organoid	B5	266	Early	IMR-W38-B5-S1-I_lib1 Sample alias: Cell line (IMR90-4) - culture week (Week 30 or 38) - organoid batch number (Batch 4 or 5) - Sample number - Pool (P) or Individual (I) organoids _ technical replicate number	Organoid	NA		NA	Eye
EGAF00004257457	EGAF00004257457	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Organoid	B5	266	Early	IMR-W38-B5-S2-I_lib1 Sample alias: Cell line (IMR90-4) - culture week (Week 30 or 38) - organoid batch number (Batch 4 or 5) - Sample number - Pool (P) or Individual (I) organoids _ technical replicate number	Organoid	NA		NA	Eye
EGAF00004257456	EGAF00004257456	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Organoid	B5	266	Early	IMR-W38-B5-S3-I_lib1 Sample alias: Cell line (IMR90-4) - culture week (Week 30 or 38) - organoid batch number (Batch 4 or 5) - Sample number - Pool (P) or Individual (I) organoids _ technical replicate number	Organoid	NA		NA	Eye
SRS2728731	SRR6338874	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP125998	RPE	Rep1	63	Early	NA	Tissue	NA		SAMN08122596	Eye
SRS2728685	SRR6338828	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP125998	Retina	Rep1	49	Early	NA	Tissue	NA		SAMN08122642	Eye
SRS2728720	SRR6338863	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP125998	Retina	Rep2	161	Early	NA	Tissue	NA		SAMN08122607	Eye
SRS2728730	SRR6338873	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP125998	RPE	Rep1	63	Early	NA	Tissue	NA		SAMN08122597	Eye
SRS2728693	SRR6338836	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP125998	Retina	Rep2	56	Early	NA	Tissue	NA		SAMN08122634	Eye
SRS2728694	SRR6338837	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP125998	Retina	Rep2	56	Early	NA	Tissue	NA		SAMN08122633	Eye
SRS2728714	SRR6338857	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP125998	Retina	Rep1	161	Early	NA	Tissue	NA		SAMN08122613	Eye
SRS2728715	SRR6338858	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP125998	Retina	Rep2	161	Early	NA	Tissue	NA		SAMN08122612	Eye
SRS2728716	SRR6338859	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP125998	Retina	Rep2	161	Early	NA	Tissue	NA		SAMN08122611	Eye
SRS2728718	SRR6338861	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP125998	Retina	Rep1	161	Early	NA	Tissue	NA		SAMN08122609	Eye
SRS2728719	SRR6338862	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP125998	Retina	Rep2	161	Early	NA	Tissue	NA		SAMN08122608	Eye
#SRS2728695	SRR6338838	PAIRED	Homo sapiens	10xv2	YES	SRP125998	Retina	rep2	56	Late	NA	Tissue	NA		SAMN08122632	Eye
#SRS2728723	SRR6338866	PAIRED	Homo sapiens	10xv2	YES	SRP125998	Retina	rep1	35	Late	NA	Tissue	NA		SAMN08122604	Eye
#SRS2728724	SRR6338867	PAIRED	Homo sapiens	10xv2	YES	SRP125998	Retina	rep1	35	Late	NA	Tissue	NA		SAMN08122603	Eye
#SRS2728726	SRR6338869	PAIRED	Homo sapiens	10xv2	YES	SRP125998	Retina	rep1	49	Late	NA	Tissue	NA		SAMN08122601	Eye
#SRS2728741	SRR6338884	PAIRED	Homo sapiens	10xv2	YES	SRP125998	Retina	rep1	14	Late	NA	Tissue	NA		SAMN08122647	Eye
SRS3971244	SRR8099199	PAIRED	Mus musculus	10xv2	YES	SRP166660	Retina	run1	1000	Late	NA	Tissue	NA		SAMN10283420	Eye
SRS3971244	SRR8099201	PAIRED	Mus musculus	10xv2	YES	SRP166660	Retina	run1	1000	Late	NA	Tissue	NA		SAMN10283420	Eye
SRS3971244	SRR8099198	PAIRED	Mus musculus	10xv2	YES	SRP166660	Retina	run1	1000	Late	NA	Tissue	NA		SAMN10283420	Eye
SRS3971244	SRR8099200	PAIRED	Mus musculus	10xv2	YES	SRP166660	Retina	run1	1000	Late	NA	Tissue	NA		SAMN10283420	Eye
#SRS2728681	SRR6338824	PAIRED	Homo sapiens	10xv2	YES	SRP125998	Retina	rep1	35	Late	NA	Tissue	NA		SAMN08122590	Eye
#SRS2728692	SRR6338835	PAIRED	Homo sapiens	10xv2	YES	SRP125998	Retina	rep2	56	Late	NA	Tissue	NA		SAMN08122635	Eye
#SRS2728700	SRR6338843	PAIRED	Homo sapiens	10xv2	YES	SRP125998	Retina	rep2	63	Late	NA	Tissue	NA		SAMN08122627	Eye
#SRS2728704	SRR6338847	PAIRED	Homo sapiens	10xv2	YES	SRP125998	Retina	rep2	7	Early	NA	Tissue	NA		SAMN08122623	Eye
#SRS2728717	SRR6338860	PAIRED	Homo sapiens	10xv2	YES	SRP125998	Retina	rep1	14	Late	NA	Tissue	NA		SAMN08122610	Eye
#SRS2728738	SRR6338881	PAIRED	Homo sapiens	10xv2	YES	SRP125998	Retina	rep1	7	Early	NA	Tissue	NA		SAMN08122650	Eye
#SRS2728729	SRR6338872	PAIRED	Homo sapiens	10xv2	YES	SRP125998	Retina	rep1	56	Late	NA	Tissue	NA		SAMN08122598	Eye
#SRS2728733	SRR6338876	PAIRED	Homo sapiens	10xv2	YES	SRP125998	Retina	rep1	7	Early	NA	Tissue	NA		SAMN08122594	Eye
#SRS2728736	SRR6338879	PAIRED	Homo sapiens	10xv2	YES	SRP125998	Retina	rep1	7	Early	NA	Tissue	NA		SAMN08122652	Eye
#SRS2728740	SRR6338883	PAIRED	Homo sapiens	10xv2	YES	SRP125998	Retina	rep1	14	Late	NA	Tissue	NA		SAMN08122648	Eye
#SRS2728690	SRR6338833	PAIRED	Homo sapiens	10xv2	YES	SRP125998	Retina	rep1	56	Late	NA	Tissue	NA		SAMN08122637	Eye
#SRS2728721	SRR6338864	PAIRED	Homo sapiens	10xv2	YES	SRP125998	Retina	rep1	14	Late	NA	Tissue	NA		SAMN08122606	Eye
#SRS2728725	SRR6338868	PAIRED	Homo sapiens	10xv2	YES	SRP125998	Retina	rep1	42	Late	NA	Tissue	NA		SAMN08122602	Eye
#SRS2728728	SRR6338871	PAIRED	Homo sapiens	10xv2	YES	SRP125998	Retina	rep1	56	Late	NA	Tissue	NA		SAMN08122599	Eye
#SRS2728732	SRR6338875	PAIRED	Homo sapiens	10xv2	YES	SRP125998	Retina	rep1	63	Late	NA	Tissue	NA		SAMN08122595	Eye
#SRS2728702	SRR6338845	PAIRED	Homo sapiens	10xv2	YES	SRP125998	Retina	rep1	7	Early	NA	Tissue	NA		SAMN08122625	Eye
#SRS2728705	SRR6338848	PAIRED	Homo sapiens	10xv2	YES	SRP125998	Retina	rep2	7	Early	NA	Tissue	NA		SAMN08122622	Eye
#SRS2728709	SRR6338852	PAIRED	Homo sapiens	10xv2	YES	SRP125998	Retina	rep1	7	Early	NA	Tissue	NA		SAMN08122618	Eye
#SRS2728713	SRR6338856	PAIRED	Homo sapiens	10xv2	YES	SRP125998	Retina	rep1	14	Late	NA	Tissue	NA		SAMN08122614	Eye
#SRS2728734	SRR6338877	PAIRED	Homo sapiens	10xv2	YES	SRP125998	Retina	rep1	7	Early	NA	Tissue	NA		SAMN08122593	Eye
#SRS2728735	SRR6338878	PAIRED	Homo sapiens	10xv2	YES	SRP125998	Retina	rep1	7	Early	NA	Tissue	NA		SAMN08122592	Eye
#SRS2728687	SRR6338830	PAIRED	Homo sapiens	10xv2	YES	SRP125998	Retina	rep1	49	Late	NA	Tissue	NA		SAMN08122640	Eye
#SRS2728698	SRR6338841	PAIRED	Homo sapiens	10xv2	YES	SRP125998	Retina	rep1	63	Late	NA	Tissue	NA		SAMN08122629	Eye
#SRS2728743	SRR6338886	PAIRED	Homo sapiens	10xv2	YES	SRP125998	Retina	rep1	14	Late	NA	Tissue	NA		SAMN08122645	Eye
#SRS2728686	SRR6338829	PAIRED	Homo sapiens	10xv2	YES	SRP125998	Retina	rep2	49	Late	NA	Tissue	NA		SAMN08122641	Eye
#SRS2728688	SRR6338831	PAIRED	Homo sapiens	10xv2	YES	SRP125998	Retina	rep1	56	Late	NA	Tissue	NA		SAMN08122639	Eye
#SRS2728689	SRR6338832	PAIRED	Homo sapiens	10xv2	YES	SRP125998	Retina	rep1	56	Late	NA	Tissue	NA		SAMN08122638	Eye
#SRS2728703	SRR6338846	PAIRED	Homo sapiens	10xv2	YES	SRP125998	Retina	rep1	7	Early	NA	Tissue	NA		SAMN08122624	Eye
#SRS2728706	SRR6338849	PAIRED	Homo sapiens	10xv2	YES	SRP125998	Retina	rep1	7	Early	NA	Tissue	NA		SAMN08122621	Eye
#SRS2728708	SRR6338851	PAIRED	Homo sapiens	10xv2	YES	SRP125998	Retina	rep1	7	Early	NA	Tissue	NA		SAMN08122619	Eye
#SRS2728710	SRR6338853	PAIRED	Homo sapiens	10xv2	YES	SRP125998	Retina	rep2	7	Early	NA	Tissue	NA		SAMN08122617	Eye
#SRS2728739	SRR6338882	PAIRED	Homo sapiens	10xv2	YES	SRP125998	Retina	rep1	14	Late	NA	Tissue	NA		SAMN08122649	Eye
SRS3971245	SRR8099202	PAIRED	Mus musculus	10xv2	YES	SRP166660	Retina	run2	1000	Late	NA	Tissue	NA		SAMN10283419	Eye
SRS3971245	SRR8099205	PAIRED	Mus musculus	10xv2	YES	SRP166660	Retina	run2	1000	Late	NA	Tissue	NA		SAMN10283419	Eye
SRS3971245	SRR8099203	PAIRED	Mus musculus	10xv2	YES	SRP166660	Retina	run2	1000	Late	NA	Tissue	NA		SAMN10283419	Eye
SRS3971245	SRR8099204	PAIRED	Mus musculus	10xv2	YES	SRP166660	Retina	run2	1000	Late	NA	Tissue	NA		SAMN10283419	Eye
#SRS2728682	SRR6338825	PAIRED	Homo sapiens	10xv2	YES	SRP125998	Retina	rep1	42	Late	NA	Tissue	NA		SAMN08122589	Eye
#SRS2728697	SRR6338840	PAIRED	Homo sapiens	10xv2	YES	SRP125998	Retina	rep2	63	Late	NA	Tissue	NA		SAMN08122630	Eye
#SRS2728722	SRR6338865	PAIRED	Homo sapiens	10xv2	YES	SRP125998	Retina	rep2	14	Late	NA	Tissue	NA		SAMN08122605	Eye
#SRS2728737	SRR6338880	PAIRED	Homo sapiens	10xv2	YES	SRP125998	Retina	rep1	7	Early	NA	Tissue	NA		SAMN08122651	Eye
#SRS2728680	SRR6338823	PAIRED	Homo sapiens	10xv2	YES	SRP125998	Retina	rep1	35	Late	NA	Tissue	NA		SAMN08122591	Eye
#SRS2728684	SRR6338827	PAIRED	Homo sapiens	10xv2	YES	SRP125998	Retina	rep2	49	Late	NA	Tissue	NA		SAMN08122643	Eye
#SRS2728691	SRR6338834	PAIRED	Homo sapiens	10xv2	YES	SRP125998	Retina	rep2	56	Late	NA	Tissue	NA		SAMN08122636	Eye
#SRS2728711	SRR6338854	PAIRED	Homo sapiens	10xv2	YES	SRP125998	Retina	rep1	7	Early	NA	Tissue	NA		SAMN08122616	Eye
#SRS2728727	SRR6338870	PAIRED	Homo sapiens	10xv2	YES	SRP125998	Retina	rep1	49	Late	NA	Tissue	NA		SAMN08122600	Eye
#SRS2728742	SRR6338885	PAIRED	Homo sapiens	10xv2	YES	SRP125998	Retina	rep1	14	Late	NA	Tissue	NA		SAMN08122646	Eye
iPSC_RPE_scRNA_03	scRNA_03_S10_L001_HL7H3BCX2	PAIRED	Homo sapiens	10xv2	YES	OGVFB_Hufnagel_iPSC_RPE	RPE	None	1000	Late	Transwell_60days	iPSC	NA		NA	Eye
iPSC_RPE_scRNA_03	scRNA_03_S10_L001_HLCLYBCX2	PAIRED	Homo sapiens	10xv2	YES	OGVFB_Hufnagel_iPSC_RPE	RPE	None	1000	Late	Transwell_60days	iPSC	NA		NA	Eye
iPSC_RPE_scRNA_03	scRNA_03_S10_L001_HLFW7BCX2	PAIRED	Homo sapiens	10xv2	YES	OGVFB_Hufnagel_iPSC_RPE	RPE	None	1000	Late	Transwell_60days	iPSC	NA		NA	Eye
iPSC_RPE_scRNA_03	scRNA_03_S10_L002_HL7H3BCX2	PAIRED	Homo sapiens	10xv2	YES	OGVFB_Hufnagel_iPSC_RPE	RPE	None	1000	Late	Transwell_60days	iPSC	NA		NA	Eye
iPSC_RPE_scRNA_03	scRNA_03_S10_L002_HLCLYBCX2	PAIRED	Homo sapiens	10xv2	YES	OGVFB_Hufnagel_iPSC_RPE	RPE	None	1000	Late	Transwell_60days	iPSC	NA		NA	Eye
iPSC_RPE_scRNA_03	scRNA_03_S10_L002_HLFW7BCX2	PAIRED	Homo sapiens	10xv2	YES	OGVFB_Hufnagel_iPSC_RPE	RPE	None	1000	Late	Transwell_60days	iPSC	NA		NA	Eye
iPSC_RPE_scRNA_03	scRNA_03_S11_L001_HL7H3BCX2	PAIRED	Homo sapiens	10xv2	YES	OGVFB_Hufnagel_iPSC_RPE	RPE	None	1000	Late	Transwell_60days	iPSC	NA		NA	Eye
iPSC_RPE_scRNA_03	scRNA_03_S11_L001_HLCLYBCX2	PAIRED	Homo sapiens	10xv2	YES	OGVFB_Hufnagel_iPSC_RPE	RPE	None	1000	Late	Transwell_60days	iPSC	NA		NA	Eye
iPSC_RPE_scRNA_03	scRNA_03_S11_L001_HLFW7BCX2	PAIRED	Homo sapiens	10xv2	YES	OGVFB_Hufnagel_iPSC_RPE	RPE	None	1000	Late	Transwell_60days	iPSC	NA		NA	Eye
iPSC_RPE_scRNA_03	scRNA_03_S11_L002_HL7H3BCX2	PAIRED	Homo sapiens	10xv2	YES	OGVFB_Hufnagel_iPSC_RPE	RPE	None	1000	Late	Transwell_60days	iPSC	NA		NA	Eye
iPSC_RPE_scRNA_03	scRNA_03_S11_L002_HLCLYBCX2	PAIRED	Homo sapiens	10xv2	YES	OGVFB_Hufnagel_iPSC_RPE	RPE	None	1000	Late	Transwell_60days	iPSC	NA		NA	Eye
iPSC_RPE_scRNA_03	scRNA_03_S11_L002_HLFW7BCX2	PAIRED	Homo sapiens	10xv2	YES	OGVFB_Hufnagel_iPSC_RPE	RPE	None	1000	Late	Transwell_60days	iPSC	NA		NA	Eye
iPSC_RPE_scRNA_03	scRNA_03_S12_L001_HL7H3BCX2	PAIRED	Homo sapiens	10xv2	YES	OGVFB_Hufnagel_iPSC_RPE	RPE	None	1000	Late	Transwell_60days	iPSC	NA		NA	Eye
iPSC_RPE_scRNA_03	scRNA_03_S12_L001_HLCLYBCX2	PAIRED	Homo sapiens	10xv2	YES	OGVFB_Hufnagel_iPSC_RPE	RPE	None	1000	Late	Transwell_60days	iPSC	NA		NA	Eye
iPSC_RPE_scRNA_03	scRNA_03_S12_L001_HLFW7BCX2	PAIRED	Homo sapiens	10xv2	YES	OGVFB_Hufnagel_iPSC_RPE	RPE	None	1000	Late	Transwell_60days	iPSC	NA		NA	Eye
iPSC_RPE_scRNA_03	scRNA_03_S12_L002_HL7H3BCX2	PAIRED	Homo sapiens	10xv2	YES	OGVFB_Hufnagel_iPSC_RPE	RPE	None	1000	Late	Transwell_60days	iPSC	NA		NA	Eye
iPSC_RPE_scRNA_03	scRNA_03_S12_L002_HLCLYBCX2	PAIRED	Homo sapiens	10xv2	YES	OGVFB_Hufnagel_iPSC_RPE	RPE	None	1000	Late	Transwell_60days	iPSC	NA		NA	Eye
iPSC_RPE_scRNA_03	scRNA_03_S12_L002_HLFW7BCX2	PAIRED	Homo sapiens	10xv2	YES	OGVFB_Hufnagel_iPSC_RPE	RPE	None	1000	Late	Transwell_60days	iPSC	NA		NA	Eye
iPSC_RPE_scRNA_03	scRNA_03_S9_L001_HL7H3BCX2	PAIRED	Homo sapiens	10xv2	YES	OGVFB_Hufnagel_iPSC_RPE	RPE	None	1000	Late	Transwell_60days	iPSC	NA		NA	Eye
iPSC_RPE_scRNA_03	scRNA_03_S9_L001_HLCLYBCX2	PAIRED	Homo sapiens	10xv2	YES	OGVFB_Hufnagel_iPSC_RPE	RPE	None	1000	Late	Transwell_60days	iPSC	NA		NA	Eye
iPSC_RPE_scRNA_03	scRNA_03_S9_L001_HLFW7BCX2	PAIRED	Homo sapiens	10xv2	YES	OGVFB_Hufnagel_iPSC_RPE	RPE	None	1000	Late	Transwell_60days	iPSC	NA		NA	Eye
iPSC_RPE_scRNA_03	scRNA_03_S9_L002_HL7H3BCX2	PAIRED	Homo sapiens	10xv2	YES	OGVFB_Hufnagel_iPSC_RPE	RPE	None	1000	Late	Transwell_60days	iPSC	NA		NA	Eye
iPSC_RPE_scRNA_03	scRNA_03_S9_L002_HLCLYBCX2	PAIRED	Homo sapiens	10xv2	YES	OGVFB_Hufnagel_iPSC_RPE	RPE	None	1000	Late	Transwell_60days	iPSC	NA		NA	Eye
iPSC_RPE_scRNA_03	scRNA_03_S9_L002_HLFW7BCX2	PAIRED	Homo sapiens	10xv2	YES	OGVFB_Hufnagel_iPSC_RPE	RPE	None	1000	Late	Transwell_60days	iPSC	NA		NA	Eye
SRS6424747	SRR11478921	PAIRED	Homo sapiens	10xv2	YES	SRP255195	Retina	H5	NA	Late	H5FoveaS4__Fovea	Tissue	H5FoveaS4.bam		SAMN14535117	Eye
SRS6424746	SRR11478920	PAIRED	Homo sapiens	10xv2	YES	SRP255195	Retina	H5	NA	Late	H5FoveaS3__Fovea	Tissue	H5FoveaS3.bam		SAMN14535118	Eye
SRS6424745	SRR11478919	PAIRED	Homo sapiens	10xv2	YES	SRP255195	Retina	H5	NA	Late	H5FoveaS2__Fovea	Tissue	H5FoveaS2.bam		SAMN14535056	Eye
SRS6424744	SRR11478918	PAIRED	Homo sapiens	10xv2	YES	SRP255195	Retina	H5	NA	Late	H5FoveaS1__Fovea	Tissue	H5FoveaS1.bam		SAMN14535057	Eye
SRS6424743	SRR11478917	PAIRED	Homo sapiens	10xv2	YES	SRP255195	Retina	H4	NA	Late	H4FoveaS1__Fovea	Tissue	H4FoveaS1.bam		SAMN14535058	Eye
SRS6424742	SRR11478916	PAIRED	Homo sapiens	10xv2	YES	SRP255195	Retina	H3	NA	Late	H3FoveaS3__Fovea	Tissue	H3FoveaS3.bam		SAMN14535059	Eye
SRS6424741	SRR11478915	PAIRED	Homo sapiens	10xv2	YES	SRP255195	Retina	H3	NA	Late	H3FoveaS2__Fovea	Tissue	H3FoveaS2.bam		SAMN14535060	Eye
SRS6424740	SRR11478914	PAIRED	Homo sapiens	10xv2	YES	SRP255195	Retina	H3	NA	Late	H3FoveaS1__Fovea	Tissue	H3FoveaS1.bam		SAMN14535061	Eye
SRS6424739	SRR11478924	PAIRED	Homo sapiens	10xv3	YES	SRP255195	Retina	H1	NA	Late	H11FoveaS1__Fovea	Tissue	H11FoveaS1.bam		SAMN14535112	Eye
SRS6424737	SRR11478922	PAIRED	Homo sapiens	10xv2	YES	SRP255195	Retina	H5	NA	Late	H5FoveaS5__Fovea	Tissue	H5FoveaS5.bam		SAMN14535116	Eye
SRS6424736	SRR11478913	PAIRED	Homo sapiens	10xv2	YES	SRP255195	Retina	H3	NA	Late	H3CD90S2__Peripheral	Tissue	H3CD90S2.bam		SAMN14535062	Eye
SRS6424735	SRR11478912	PAIRED	Homo sapiens	10xv2	YES	SRP255195	Retina	H3	NA	Late	H3CD90S1__Peripheral	Tissue	H3CD90S1.bam		SAMN14535063	Eye
SRS6424734	SRR11478911	PAIRED	Homo sapiens	10xv2	YES	SRP255195	Retina	H3	NA	Late	H3CD73dpS2__Peripheral	Tissue	H3CD73dpS2.bam		SAMN14535064	Eye
SRS6424732	SRR11478909	PAIRED	Homo sapiens	10xv2	YES	SRP255195	Retina	H2	NA	Late	H2Fovea2S1__Fovea	Tissue	H2Fovea2S1.bam		SAMN14535066	Eye
SRS6424730	SRR11478907	PAIRED	Homo sapiens	10xv2	YES	SRP255195	Retina	H1	NA	Late	H1CD90S1__Peripheral	Tissue	H1CD90S1.bam		SAMN14535068	Eye
SRS6424729	SRR11478906	PAIRED	Homo sapiens	10xv2	YES	SRP255195	Retina	H1	NA	Late	H1CD73dpS1__Peripheral	Tissue	H1CD73dpS1.bam		SAMN14535097	Eye
SRS3044263	SRR6835871	PAIRED	Mus musculus	10xv2	YES	SRP131661	Trachea	3-M-7/8	90	Late	TabulaMuris	Tissue	10X_P8_15.bam		SAMN08712897	Trachea
SRS3044262	SRR6835870	PAIRED	Mus musculus	10xv2	YES	SRP131661	Trachea	3-M-5/6	90	Late	TabulaMuris	Tissue	10X_P8_14.bam		SAMN08712870	Trachea
SRS3044261	SRR6835869	PAIRED	Mus musculus	10xv2	YES	SRP131661	Lung	3-M-7/8	90	Late	TabulaMuris	Tissue	10X_P8_13.bam		SAMN08712871	Lung
SRS3044260	SRR6835868	PAIRED	Mus musculus	10xv2	YES	SRP131661	Lung	3-M-5/6	90	Late	TabulaMuris	Tissue	10X_P8_12.bam		SAMN08712872	Lung
SRS3044259	SRR6835867	PAIRED	Mus musculus	10xv2	YES	SRP131661	Limb_Muscle	3-F-57	90	Late	TabulaMuris	Tissue	10X_P7_15.bam		SAMN08712873	Muscle
SRS3044258	SRR6835866	PAIRED	Mus musculus	10xv2	YES	SRP131661	Limb_Muscle	3-F-56	90	Late	TabulaMuris	Tissue	10X_P7_14.bam		SAMN08712874	Muscle
SRS3044257	SRR6835865	PAIRED	Mus musculus	10xv2	YES	SRP131661	Mammary_Gland	3-F-57	90	Late	TabulaMuris	Tissue	10X_P7_13.bam		SAMN08712875	Mammary_Gland
SRS3044256	SRR6835864	PAIRED	Mus musculus	10xv2	YES	SRP131661	Mammary_Gland	3-F-56	90	Late	TabulaMuris	Tissue	10X_P7_12.bam		SAMN08712876	Mammary_Gland
SRS3044255	SRR6835863	PAIRED	Mus musculus	10xv2	YES	SRP131661	Thymus	3-F-56	90	Late	TabulaMuris	Tissue	10X_P7_11.bam		SAMN08712877	Thymus
SRS3044254	SRR6835862	PAIRED	Mus musculus	10xv2	YES	SRP131661	Tongue	3-F-56	90	Late	TabulaMuris	Tissue	10X_P7_10.bam		SAMN08712878	Tongue
SRS3044253	SRR6835861	PAIRED	Mus musculus	10xv2	YES	SRP131661	Lung	3-F-57	90	Late	TabulaMuris	Tissue	10X_P7_9.bam		SAMN08712879	Lung
SRS3044252	SRR6835860	PAIRED	Mus musculus	10xv2	YES	SRP131661	Lung	3-F-56	90	Late	TabulaMuris	Tissue	10X_P7_8.bam		SAMN08712880	Lung
