sample_accession	run_accession	library_layout	organism	Platform	UMI	study_accession	Tissue	Covariate	Age	integration_group	TissueNote	Source	bam10x	Comment	biosample	Donor	Organ	sex	Batch	biosample_title	retina_region	strain	batch
SRS2166269	SRR5508607	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA	Organoid	NA	NA	SAMN06891388	NA	Eye	NA	NA	Adult_64Y_C1_001	NA	NA	SRP106476_SMARTerSeq_v3_NA
SRS2166286	SRR5508624	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA	Organoid	NA	NA	SAMN06891554	NA	Eye	NA	NA	Adult_64Y_C1_018	NA	NA	SRP106476_SMARTerSeq_v3_NA
SRS2166301	SRR5508625	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA	Organoid	NA	NA	SAMN06891553	NA	Eye	NA	NA	Adult_64Y_C1_019	NA	NA	SRP106476_SMARTerSeq_v3_NA
SRS2166307	SRR5508645	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA	Organoid	NA	NA	SAMN06891531	NA	Eye	NA	NA	Adult_64Y_C1_039	NA	NA	SRP106476_SMARTerSeq_v3_NA
SRS2166320	SRR5508658	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA	Organoid	NA	NA	SAMN06891520	NA	Eye	NA	NA	Adult_64Y_C1_052	NA	NA	SRP106476_SMARTerSeq_v3_NA
SRS2166333	SRR5508672	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA	Organoid	NA	NA	SAMN06891437	NA	Eye	NA	NA	Adult_64Y_C2_010	NA	NA	SRP106476_SMARTerSeq_v3_NA
SRS2166335	SRR5508673	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA	Organoid	NA	NA	SAMN06891436	NA	Eye	NA	NA	Adult_64Y_C2_011	NA	NA	SRP106476_SMARTerSeq_v3_NA
SRS2166337	SRR5508675	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA	Organoid	NA	NA	SAMN06891434	NA	Eye	NA	NA	Adult_64Y_C2_013	NA	NA	SRP106476_SMARTerSeq_v3_NA
SRS2166342	SRR5508682	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA	Organoid	NA	NA	SAMN06891427	NA	Eye	NA	NA	Adult_64Y_C2_020	NA	NA	SRP106476_SMARTerSeq_v3_NA
SRS2166379	SRR5508717	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA	Organoid	NA	NA	SAMN06891369	NA	Eye	NA	NA	Adult_64Y_C3_016	NA	NA	SRP106476_SMARTerSeq_v3_NA
SRS2166403	SRR5508744	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA	Organoid	NA	NA	SAMN06891614	NA	Eye	NA	NA	Adult_64Y_C3_043	NA	NA	SRP106476_SMARTerSeq_v3_NA
SRS2166423	SRR5508761	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA	Organoid	NA	NA	SAMN06891498	NA	Eye	NA	NA	D070_R1_013	NA	NA	SRP106476_SMARTerSeq_v3_NA
SRS2166428	SRR5508766	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA	Organoid	NA	NA	SAMN06891496	NA	Eye	NA	NA	D070_R1_018	NA	NA	SRP106476_SMARTerSeq_v3_NA
SRS2166430	SRR5508768	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA	Organoid	NA	NA	SAMN06891494	NA	Eye	NA	NA	D070_R1_020	NA	NA	SRP106476_SMARTerSeq_v3_NA
SRS2166434	SRR5508773	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA	Organoid	NA	NA	SAMN06891486	NA	Eye	NA	NA	D070_R1_025	NA	NA	SRP106476_SMARTerSeq_v3_NA
SRS2166450	SRR5508789	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA	Organoid	NA	NA	SAMN06891471	NA	Eye	NA	NA	D070_R1_041	NA	NA	SRP106476_SMARTerSeq_v3_NA
SRS2166451	SRR5508790	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA	Organoid	NA	NA	SAMN06891470	NA	Eye	NA	NA	D070_R1_042	NA	NA	SRP106476_SMARTerSeq_v3_NA
SRS2166454	SRR5508793	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA	Organoid	NA	NA	SAMN06891351	NA	Eye	NA	NA	D070_R1_045	NA	NA	SRP106476_SMARTerSeq_v3_NA
SRS2166469	SRR5508808	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA	Organoid	NA	NA	SAMN06891761	NA	Eye	NA	NA	D070_R1_060	NA	NA	SRP106476_SMARTerSeq_v3_NA
SRS2166477	SRR5508816	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA	Organoid	NA	NA	SAMN06891753	NA	Eye	NA	NA	D070_R1_068	NA	NA	SRP106476_SMARTerSeq_v3_NA
SRS2166480	SRR5508819	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA	Organoid	NA	NA	SAMN06891750	NA	Eye	NA	NA	D070_R1_071	NA	NA	SRP106476_SMARTerSeq_v3_NA
SRS2166483	SRR5508823	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA	Organoid	NA	NA	SAMN06891467	NA	Eye	NA	NA	D070_R2_03	NA	NA	SRP106476_SMARTerSeq_v3_NA
SRS2166495	SRR5508834	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA	Organoid	NA	NA	SAMN06891456	NA	Eye	NA	NA	D070_R2_14	NA	NA	SRP106476_SMARTerSeq_v3_NA
SRS2166506	SRR5508843	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA	Organoid	NA	NA	SAMN06891447	NA	Eye	NA	NA	D070_R2_23	NA	NA	SRP106476_SMARTerSeq_v3_NA
SRS2166510	SRR5508847	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA	Organoid	NA	NA	SAMN06891443	NA	Eye	NA	NA	D070_R2_27	NA	NA	SRP106476_SMARTerSeq_v3_NA
SRS2166660	SRR5508853	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA	Organoid	NA	NA	SAMN06891656	NA	Eye	NA	NA	D070_R2_33	NA	NA	SRP106476_SMARTerSeq_v3_NA
SRS2166666	SRR5508861	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA	Organoid	NA	NA	SAMN06891648	NA	Eye	NA	NA	D070_R2_41	NA	NA	SRP106476_SMARTerSeq_v3_NA
SRS2166671	SRR5508865	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA	Organoid	NA	NA	SAMN06891644	NA	Eye	NA	NA	D070_R2_45	NA	NA	SRP106476_SMARTerSeq_v3_NA
SRS2166673	SRR5508867	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA	Organoid	NA	NA	SAMN06891642	NA	Eye	NA	NA	D070_R2_47	NA	NA	SRP106476_SMARTerSeq_v3_NA
SRS2166674	SRR5508869	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA	Organoid	NA	NA	SAMN06891640	NA	Eye	NA	NA	D070_R2_49	NA	NA	SRP106476_SMARTerSeq_v3_NA
SRS2166681	SRR5508876	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA	Organoid	NA	NA	SAMN06891633	NA	Eye	NA	NA	D070_R2_56	NA	NA	SRP106476_SMARTerSeq_v3_NA
SRS2166688	SRR5508880	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA	Organoid	NA	NA	SAMN06891628	NA	Eye	NA	NA	D070_R3_02	NA	NA	SRP106476_SMARTerSeq_v3_NA
SRS2166691	SRR5508886	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA	Organoid	NA	NA	SAMN06891629	NA	Eye	NA	NA	D070_R3_08	NA	NA	SRP106476_SMARTerSeq_v3_NA
SRS2166695	SRR5508888	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA	Organoid	NA	NA	SAMN06891284	NA	Eye	NA	NA	D070_R3_10	NA	NA	SRP106476_SMARTerSeq_v3_NA
SRS2166696	SRR5508891	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA	Organoid	NA	NA	SAMN06891281	NA	Eye	NA	NA	D070_R3_13	NA	NA	SRP106476_SMARTerSeq_v3_NA
SRS2166703	SRR5508899	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA	Organoid	NA	NA	SAMN06891273	NA	Eye	NA	NA	D070_R3_21	NA	NA	SRP106476_SMARTerSeq_v3_NA
SRS2166722	SRR5508914	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA	Organoid	NA	NA	SAMN06891595	NA	Eye	NA	NA	D070_R3_36	NA	NA	SRP106476_SMARTerSeq_v3_NA
SRS2166727	SRR5508922	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA	Organoid	NA	NA	SAMN06891587	NA	Eye	NA	NA	D070_R3_44	NA	NA	SRP106476_SMARTerSeq_v3_NA
SRS2166737	SRR5508932	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA	Organoid	NA	NA	SAMN06891577	NA	Eye	NA	NA	D218_C1_02	NA	NA	SRP106476_SMARTerSeq_v3_NA
SRS2166799	SRR5508996	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA	Organoid	NA	NA	SAMN06891663	NA	Eye	NA	NA	D218_C1_66	NA	NA	SRP106476_SMARTerSeq_v3_NA
SRS2166811	SRR5509006	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA	Organoid	NA	NA	SAMN06891316	NA	Eye	NA	NA	D218_C2_09	NA	NA	SRP106476_SMARTerSeq_v3_NA
SRS2166810	SRR5509008	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA	Organoid	NA	NA	SAMN06891314	NA	Eye	NA	NA	D218_C2_11	NA	NA	SRP106476_SMARTerSeq_v3_NA
SRS2166846	SRR5509011	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA	Organoid	NA	NA	SAMN06891311	NA	Eye	NA	NA	D218_C2_14	NA	NA	SRP106476_SMARTerSeq_v3_NA
SRS2166820	SRR5509013	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA	Organoid	NA	NA	SAMN06891309	NA	Eye	NA	NA	D218_C2_16	NA	NA	SRP106476_SMARTerSeq_v3_NA
SRS2166835	SRR5509030	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA	Organoid	NA	NA	SAMN06891291	NA	Eye	NA	NA	D218_C2_33	NA	NA	SRP106476_SMARTerSeq_v3_NA
SRS2166841	SRR5509034	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA	Organoid	NA	NA	SAMN06891714	NA	Eye	NA	NA	D218_C2_37	NA	NA	SRP106476_SMARTerSeq_v3_NA
SRS2166855	SRR5509048	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA	Organoid	NA	NA	SAMN06891701	NA	Eye	NA	NA	D218_C2_51	NA	NA	SRP106476_SMARTerSeq_v3_NA
SRS2166856	SRR5509050	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA	Organoid	NA	NA	SAMN06891699	NA	Eye	NA	NA	D218_C2_53	NA	NA	SRP106476_SMARTerSeq_v3_NA
SRS2166874	SRR5509065	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA	Organoid	NA	NA	SAMN06891744	NA	Eye	NA	NA	D218_C2_68	NA	NA	SRP106476_SMARTerSeq_v3_NA
SRS2166875	SRR5509069	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA	Organoid	NA	NA	SAMN06891740	NA	Eye	NA	NA	D218_C2_72	NA	NA	SRP106476_SMARTerSeq_v3_NA
SRS2166884	SRR5509079	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA	Organoid	NA	NA	SAMN06891730	NA	Eye	NA	NA	D218_C3_10	NA	NA	SRP106476_SMARTerSeq_v3_NA
SRS2166891	SRR5509088	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA	Organoid	NA	NA	SAMN06891721	NA	Eye	NA	NA	D218_C3_19	NA	NA	SRP106476_SMARTerSeq_v3_NA
SRS2166901	SRR5509094	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA	Organoid	NA	NA	SAMN06891406	NA	Eye	NA	NA	D218_C3_25	NA	NA	SRP106476_SMARTerSeq_v3_NA
SRS2166907	SRR5509103	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA	Organoid	NA	NA	SAMN06891397	NA	Eye	NA	NA	D218_C3_34	NA	NA	SRP106476_SMARTerSeq_v3_NA
SRS2166914	SRR5509108	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA	Organoid	NA	NA	SAMN06891392	NA	Eye	NA	NA	D218_C3_39	NA	NA	SRP106476_SMARTerSeq_v3_NA
SRS2166919	SRR5509114	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA	Organoid	NA	NA	SAMN06891804	NA	Eye	NA	NA	D218_C3_45	NA	NA	SRP106476_SMARTerSeq_v3_NA
SRS2166955	SRR5509151	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA	Organoid	NA	NA	SAMN06891765	NA	Eye	NA	NA	D218_C3_82	NA	NA	SRP106476_SMARTerSeq_v3_NA
SRS3106630	SRR6916778	PAIRED	Homo sapiens	SMARTSeq_v4	NO	SRP136739	Retina	NA	90	Late	NA	Organoid	NA	NA	SAMN08816335	NA	Eye	NA	NA	A1_V2_C03	NA	NA	SRP136739_SMARTSeq_v4_NA
SRS3106637	SRR6916785	PAIRED	Homo sapiens	SMARTSeq_v4	NO	SRP136739	Retina	NA	90	Late	NA	Organoid	NA	NA	SAMN08816375	NA	Eye	NA	NA	A8_V1_C49	NA	NA	SRP136739_SMARTSeq_v4_NA
SRS3106646	SRR6916794	PAIRED	Homo sapiens	SMARTSeq_v4	NO	SRP136739	Retina	NA	90	Late	NA	Organoid	NA	NA	SAMN08816366	NA	Eye	NA	NA	B5_V2_C56	NA	NA	SRP136739_SMARTSeq_v4_NA
SRS3106649	SRR6916797	PAIRED	Homo sapiens	SMARTSeq_v4	NO	SRP136739	Retina	NA	90	Late	NA	Organoid	NA	NA	SAMN08816363	NA	Eye	NA	NA	B8_V2_C11	NA	NA	SRP136739_SMARTSeq_v4_NA
SRS3106658	SRR6916806	PAIRED	Homo sapiens	SMARTSeq_v4	NO	SRP136739	Retina	NA	90	Late	NA	Organoid	NA	NA	SAMN08816329	NA	Eye	NA	NA	C5_V2_C62	NA	NA	SRP136739_SMARTSeq_v4_NA
SRS3106662	SRR6916810	PAIRED	Homo sapiens	SMARTSeq_v4	NO	SRP136739	Retina	NA	90	Late	NA	Organoid	NA	NA	SAMN08816325	NA	Eye	NA	NA	C9_V2_C16	NA	NA	SRP136739_SMARTSeq_v4_NA
SRS3106680	SRR6916828	PAIRED	Homo sapiens	SMARTSeq_v4	NO	SRP136739	Retina	NA	90	Late	NA	Organoid	NA	NA	SAMN08816287	NA	Eye	NA	NA	E3_V2_C27	NA	NA	SRP136739_SMARTSeq_v4_NA
SRS3106688	SRR6916836	PAIRED	Homo sapiens	SMARTSeq_v4	NO	SRP136739	Retina	NA	90	Late	NA	Organoid	NA	NA	SAMN08816312	NA	Eye	NA	NA	F11_V1_C17	NA	NA	SRP136739_SMARTSeq_v4_NA
SRS3106704	SRR6916852	PAIRED	Homo sapiens	SMARTSeq_v4	NO	SRP136739	Retina	NA	90	Late	NA	Organoid	NA	NA	SAMN08816345	NA	Eye	NA	NA	G3_V2_C39	NA	NA	SRP136739_SMARTSeq_v4_NA
SRS3106709	SRR6916857	PAIRED	Homo sapiens	SMARTSeq_v4	NO	SRP136739	Retina	NA	90	Late	NA	Organoid	NA	NA	SAMN08816340	NA	Eye	NA	NA	G8_V1_C28	NA	NA	SRP136739_SMARTSeq_v4_NA
SRS3106719	SRR6916867	PAIRED	Homo sapiens	SMARTSeq_v4	NO	SRP136739	Retina	NA	90	Late	NA	Organoid	NA	NA	SAMN08816303	NA	Eye	NA	NA	H6_V2_C91	NA	NA	SRP136739_SMARTSeq_v4_NA
#SRS3669086	SRR7692543	PAIRED	Macaca fascicularis	10xv2	YES	SRP157927	Retina	Macaque1	1000	Late	Macaque1	Tissue	M1Fovea1.bam	NA	SAMN09832144	NA	Eye	NA	NA	M1Fovea1	Macula	NA	SRP157927_10xv2_Macaque1
SRS3674988	SRR7699776	PAIRED	Mus musculus	10xv2	YES	SRP158081	Retina	Rep3	-1	Early	Rep3	Tissue	E18_rep3.bam	NA	SAMN09840339	NA	Eye	NA	NA	E18_rep3	NA	NA	SRP158081_10xv2_Rep3
SRS3675006	SRR7699803	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	Rep1	Tissue	NA	NA	SAMN09840359	NA	Eye	NA	NA	E14 Cell 20	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675010	SRR7699806	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	Rep1	Tissue	NA	NA	SAMN09840354	NA	Eye	NA	NA	E14 Cell 23	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675020	SRR7699816	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	Rep1	Tissue	NA	NA	SAMN09840388	NA	Eye	NA	NA	E14 Cell 33	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675023	SRR7699819	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	Rep1	Tissue	NA	NA	SAMN09840385	NA	Eye	NA	NA	E14 Cell 36	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675033	SRR7699829	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	Rep1	Tissue	NA	NA	SAMN09840207	NA	Eye	NA	NA	E14 Cell 46	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675038	SRR7699834	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	Rep1	Tissue	NA	NA	SAMN09840205	NA	Eye	NA	NA	E14 Cell 51	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675039	SRR7699835	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	Rep1	Tissue	NA	NA	SAMN09840204	NA	Eye	NA	NA	E14 Cell 52	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675053	SRR7699849	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	Rep1	Tissue	NA	NA	SAMN09840190	NA	Eye	NA	NA	E14 Cell 66	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675060	SRR7699856	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	Rep1	Tissue	NA	NA	SAMN09840230	NA	Eye	NA	NA	E14 Cell 73	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675062	SRR7699858	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	Rep1	Tissue	NA	NA	SAMN09840228	NA	Eye	NA	NA	E14 Cell 75	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675078	SRR7699874	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	Rep1	Tissue	NA	NA	SAMN09840212	NA	Eye	NA	NA	E14 Cell 91	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675102	SRR7699900	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	Rep1	Tissue	NA	NA	SAMN09840298	NA	Eye	NA	NA	E14 Cell 117	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675133	SRR7699930	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	Rep1	Tissue	NA	NA	SAMN09840318	NA	Eye	NA	NA	E14 Cell 147	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675145	SRR7699943	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	Rep1	Tissue	NA	NA	SAMN09840351	NA	Eye	NA	NA	E14 Cell 160	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675173	SRR7699968	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	Rep1	Tissue	NA	NA	SAMN09840272	NA	Eye	NA	NA	E14 Cell 185	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675170	SRR7699969	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	Rep1	Tissue	NA	NA	SAMN09840271	NA	Eye	NA	NA	E14 Cell 186	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675184	SRR7699979	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	Rep1	Tissue	NA	NA	SAMN09840261	NA	Eye	NA	NA	E14 Cell 196	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675201	SRR7699996	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	Rep1	Tissue	NA	NA	SAMN09840719	NA	Eye	NA	NA	E14 Cell 213	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675209	SRR7700004	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	Rep1	Tissue	NA	NA	SAMN09840711	NA	Eye	NA	NA	E14 Cell 221	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675210	SRR7700008	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	Rep1	Tissue	NA	NA	SAMN09840707	NA	Eye	NA	NA	E14 Cell 225	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675218	SRR7700010	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	Rep1	Tissue	NA	NA	SAMN09840705	NA	Eye	NA	NA	E14 Cell 227	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675220	SRR7700016	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	Rep1	Tissue	NA	NA	SAMN09840699	NA	Eye	NA	NA	E14 Cell 233	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675226	SRR7700020	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	Rep1	Tissue	NA	NA	SAMN09840740	NA	Eye	NA	NA	E14 Cell 237	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675247	SRR7700044	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	Rep1	Tissue	NA	NA	SAMN09840459	NA	Eye	NA	NA	E14 Cell 261	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675250	SRR7700045	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	Rep1	Tissue	NA	NA	SAMN09840464	NA	Eye	NA	NA	E14 Cell 262	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675253	SRR7700046	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	Rep1	Tissue	NA	NA	SAMN09840463	NA	Eye	NA	NA	E14 Cell 263	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675256	SRR7700052	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	Rep1	Tissue	NA	NA	SAMN09840456	NA	Eye	NA	NA	E14 Cell 269	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675273	SRR7700068	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	Rep1	Tissue	NA	NA	SAMN09840491	NA	Eye	NA	NA	E14 Cell 285	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675279	SRR7700072	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	Rep1	Tissue	NA	NA	SAMN09840487	NA	Eye	NA	NA	E18 Cell 1	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675283	SRR7700077	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	Rep1	Tissue	NA	NA	SAMN09840482	NA	Eye	NA	NA	E18 Cell 6	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675308	SRR7700104	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	Rep1	Tissue	NA	NA	SAMN09840628	NA	Eye	NA	NA	E18 Cell 33	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675326	SRR7700122	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	Rep1	Tissue	NA	NA	SAMN09840668	NA	Eye	NA	NA	E18 Cell 51	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675325	SRR7700123	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	Rep1	Tissue	NA	NA	SAMN09840667	NA	Eye	NA	NA	E18 Cell 52	NA	NA	SRP158081_SMARTSeq_v2_Rep1
SRS3675342	SRR7700139	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	Rep1	Tissue	NA	NA	SAMN09840585	NA	Eye	NA	NA	E18 Cell 68	NA	NA	SRP158081_SMARTSeq_v2_Rep1
