sample_accession	run_accession	library_layout	organism	Platform	UMI	study_accession	Tissue	Covariate	Age	integration_group	TissueNote
SRS3675448	SRR7700244	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	NA
SRS3675450	SRR7700249	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	NA
SRS3675474	SRR7700273	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	NA
SRS3675480	SRR7700277	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	NA
SRS3675489	SRR7700285	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	NA
SRS3675496	SRR7700290	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	NA
SRS3675500	SRR7700296	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	NA
SRS3675502	SRR7700298	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	NA
SRS3675514	SRR7700310	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	NA
SRS3675527	SRR7700322	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	NA
SRS3675531	SRR7700324	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	NA
SRS3675536	SRR7700330	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	NA
SRS3675538	SRR7700331	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	NA
SRS3675539	SRR7700337	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	NA
SRS3675740	SRR7700352	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	NA
SRS3675562	SRR7700359	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	NA
SRS3675560	SRR7700361	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA
SRS3675578	SRR7700375	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA
SRS3675583	SRR7700382	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA
SRS3675586	SRR7700385	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA
SRS3675590	SRR7700389	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA
SRS3675592	SRR7700390	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA
SRS3675601	SRR7700399	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA
SRS3675600	SRR7700401	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA
SRS3675611	SRR7700410	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA
SRS3675631	SRR7700431	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA
SRS3675634	SRR7700433	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA
SRS3675641	SRR7700439	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA
SRS3675652	SRR7700451	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA
SRS3675659	SRR7700459	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA
SRS3675663	SRR7700462	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA
SRS3675675	SRR7700473	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA
SRS3675686	SRR7700487	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA
SRS3675690	SRR7700489	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA
SRS3675696	SRR7700495	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA
SRS3675720	SRR7700519	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA
SRS3675730	SRR7700529	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA
SRS3675734	SRR7700532	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA
SRS3675738	SRR7700536	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA
SRS3675852	SRR7700545	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA
SRS3675755	SRR7700551	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA
SRS3675763	SRR7700561	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA
SRS3675781	SRR7700579	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA
SRS3675785	SRR7700583	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA
SRS3675796	SRR7700596	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA
SRS3675815	SRR7700613	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA
SRS3675823	SRR7700621	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA
SRS3675841	SRR7700641	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA
SRS3675844	SRR7700642	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA
SRS3698225	SRR7733536	PAIRED	Macaca fascicularis	10xv2	YES	SRP158528	Retina	Macaque1	1000	Late	NA
SRS3698232	SRR7733542	PAIRED	Macaca fascicularis	10xv2	YES	SRP158528	Retina	Macaque3	1000	Late	NA
SRS3698262	SRR7733545	PAIRED	Macaca fascicularis	10xv2	YES	SRP158528	Retina	Macaque1	1000	Late	NA
SRS3698216	SRR7733526	PAIRED	Macaca fascicularis	10xv2	YES	SRP157927	Retina	Macaque4	1000	Late	NA
SRS3698217	SRR7733527	PAIRED	Macaca fascicularis	10xv2	YES	SRP157927	Retina	Macaque4	1000	Late	NA
SRS3731634	SRR7775492	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3731642	SRR7775500	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3731643	SRR7775501	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3731650	SRR7775508	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3731658	SRR7775515	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3731657	SRR7775516	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3731659	SRR7775517	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3731673	SRR7775531	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3731681	SRR7775537	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3731679	SRR7775538	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3731693	SRR7775551	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3731696	SRR7775553	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3731748	SRR7775606	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3731765	SRR7775623	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3731775	SRR7775634	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3731785	SRR7775642	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3731795	SRR7775653	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3731816	SRR7775674	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3731825	SRR7775683	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3731834	SRR7775692	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3731851	SRR7775709	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3731852	SRR7775711	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3731857	SRR7775715	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3731887	SRR7775742	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3731901	SRR7775759	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3731904	SRR7775762	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3731929	SRR7775788	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3731955	SRR7775815	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3731967	SRR7775826	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3731972	SRR7775831	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3731974	SRR7775833	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3731994	SRR7775853	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732012	SRR7775871	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732019	SRR7775880	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732023	SRR7775884	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732034	SRR7775895	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732035	SRR7775896	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732043	SRR7775903	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732048	SRR7775908	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732055	SRR7775914	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732062	SRR7775922	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732074	SRR7775934	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732090	SRR7775948	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732093	SRR7775951	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732115	SRR7775973	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732117	SRR7775974	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732118	SRR7775976	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732123	SRR7775981	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732127	SRR7775986	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732133	SRR7775990	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732135	SRR7775992	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732138	SRR7775996	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732147	SRR7776006	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732150	SRR7776010	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732212	SRR7776069	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732210	SRR7776070	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732216	SRR7776074	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732219	SRR7776076	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732223	SRR7776082	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732235	SRR7776093	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732234	SRR7776094	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732237	SRR7776095	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732250	SRR7776109	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732251	SRR7776110	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732257	SRR7776114	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732260	SRR7776119	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732268	SRR7776128	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732383	SRR7776133	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732282	SRR7776142	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732288	SRR7776148	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732296	SRR7776156	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732354	SRR7776214	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732360	SRR7776220	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732365	SRR7776225	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732386	SRR7776244	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732393	SRR7776251	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732396	SRR7776254	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732399	SRR7776257	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732412	SRR7776269	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732415	SRR7776274	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732420	SRR7776278	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732422	SRR7776280	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732453	SRR7776311	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732461	SRR7776318	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732470	SRR7776328	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732476	SRR7776334	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732486	SRR7776345	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732494	SRR7776356	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732660	SRR7776365	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732536	SRR7776396	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732555	SRR7776415	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732557	SRR7776417	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732578	SRR7776438	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732587	SRR7776447	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732589	SRR7776448	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732598	SRR7776461	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732629	SRR7776490	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732675	SRR7776534	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732682	SRR7776545	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732700	SRR7776558	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732732	SRR7776591	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732740	SRR7776600	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732744	SRR7776604	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732747	SRR7776606	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732750	SRR7776609	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732766	SRR7776624	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732768	SRR7776626	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732769	SRR7776629	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732780	SRR7776638	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732791	SRR7776649	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732797	SRR7776655	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732800	SRR7776660	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732813	SRR7776674	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732817	SRR7776677	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732823	SRR7776682	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732828	SRR7776688	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732839	SRR7776698	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732853	SRR7776713	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732856	SRR7776716	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732858	SRR7776718	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732862	SRR7776722	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732919	SRR7776781	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732932	SRR7776793	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732937	SRR7776798	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732938	SRR7776799	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732959	SRR7776819	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732973	SRR7776833	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3732975	SRR7776835	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3770542	SRR7825699	PAIRED	Homo sapiens	SMARTSeq_v4	NO	SRP161678	Retina	NA	60	Late	NA
SRS3770543	SRR7825701	PAIRED	Homo sapiens	SMARTSeq_v4	NO	SRP161678	Retina	NA	200	Late	NA
SRS3770552	SRR7825711	PAIRED	Homo sapiens	SMARTSeq_v4	NO	SRP161678	Retina	NA	200	Late	NA
SRS3770553	SRR7825712	PAIRED	Homo sapiens	SMARTSeq_v4	NO	SRP161678	Retina	NA	60	Late	NA
SRS3770556	SRR7825715	PAIRED	Homo sapiens	SMARTSeq_v4	NO	SRP161678	Retina	NA	200	Late	NA
SRS3770557	SRR7825716	PAIRED	Homo sapiens	SMARTSeq_v4	NO	SRP161678	Retina	NA	60	Late	NA
SRS3770571	SRR7825729	PAIRED	Homo sapiens	SMARTSeq_v4	NO	SRP161678	Retina	NA	90	Late	NA
SRS3770577	SRR7825735	PAIRED	Homo sapiens	SMARTSeq_v4	NO	SRP161678	Retina	NA	60	Late	NA
SRS3770578	SRR7825736	PAIRED	Homo sapiens	SMARTSeq_v4	NO	SRP161678	Retina	NA	60	Late	NA
SRS3770611	SRR7825768	PAIRED	Homo sapiens	SMARTSeq_v4	NO	SRP161678	Retina	NA	90	Late	NA
SRS4069786	SRR8234354	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA
SRS4069794	SRR8234362	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA
SRS4069827	SRR8234395	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA
SRS4069829	SRR8234397	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA
SRS4069833	SRR8234400	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA
SRS4069844	SRR8234412	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA
SRS4069861	SRR8234429	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA
SRS4069869	SRR8234437	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA
SRS4069877	SRR8234445	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA
SRS4069881	SRR8234449	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA
SRS4069891	SRR8234459	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA
SRS4069906	SRR8234474	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA
SRS4069910	SRR8234478	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA
SRS4069915	SRR8234483	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA
SRS4069926	SRR8234494	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA
SRS4069931	SRR8234499	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA
SRS4069935	SRR8234503	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA
SRS4069987	SRR8234555	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA
SRS4070007	SRR8234575	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA
SRS4070008	SRR8234576	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA
SRS4070011	SRR8234579	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA
SRS4070021	SRR8234589	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA
SRS4070033	SRR8234601	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA
SRS4070053	SRR8234621	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA
SRS4070069	SRR8234637	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA
SRS4070077	SRR8234645	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA
SRS4070096	SRR8234664	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA
SRS4070105	SRR8234673	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA
SRS4070134	SRR8234702	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA
SRS4070153	SRR8234721	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA
SRS4070163	SRR8234731	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA
SRS4070164	SRR8234732	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA
SRS4070205	SRR8234773	PAIRED	Homo sapiens	SMARTSeq_v2	NO	SRP170038	Retina	NA	NA	Late	NA
SRS4384989	SRR8598040	PAIRED	Mus musculus	C1	NO	SRP186396	Retina	NA	4	Early	NA
