sample_accession	run_accession	library_layout	organism	Platform	UMI	study_accession	Tissue	Covariate	Age	integration_group	TissueNote
SRS1467524	SRR3587793	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch2	17	Late	NA
SRS1467546	SRR3587814	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch2	17	Late	NA
SRS1467550	SRR3587818	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch2	17	Late	NA
SRS1467563	SRR3587832	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch2	17	Late	NA
SRS1467589	SRR3587858	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch2	17	Late	NA
SRS1467593	SRR3587861	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch2	17	Late	NA
SRS1467603	SRR3587872	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch2	17	Late	NA
SRS1467616	SRR3587885	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch2	17	Late	NA
SRS1467636	SRR3587906	SINGLE	Mus musculus	SMARTSeq_v2	NO	SRP075720	Retina	Batch2	17	Late	NA
SRS2166271	SRR5508610	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166272	SRR5508611	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166303	SRR5508641	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166340	SRR5508678	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166358	SRR5508699	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166366	SRR5508705	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166398	SRR5508737	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166406	SRR5508746	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166410	SRR5508749	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166412	SRR5508752	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166442	SRR5508780	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166443	SRR5508781	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166465	SRR5508801	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166468	SRR5508807	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166470	SRR5508809	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166471	SRR5508811	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166478	SRR5508817	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166498	SRR5508837	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166502	SRR5508841	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166670	SRR5508863	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166684	SRR5508879	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166694	SRR5508890	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166701	SRR5508894	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166710	SRR5508905	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166713	SRR5508910	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166725	SRR5508917	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166723	SRR5508919	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166728	SRR5508923	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166730	SRR5508926	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166757	SRR5508952	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166771	SRR5508966	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166776	SRR5508972	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166796	SRR5508987	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166792	SRR5508988	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166800	SRR5508995	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166845	SRR5509039	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166848	SRR5509040	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166860	SRR5509053	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166876	SRR5509072	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166883	SRR5509075	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166886	SRR5509080	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166957	SRR5509085	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166902	SRR5509098	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166904	SRR5509100	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166905	SRR5509101	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166927	SRR5509121	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166959	SRR5509123	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2166937	SRR5509131	SINGLE	Homo sapiens	SMARTerSeq_v3	NO	SRP106476	Retina	NA	90	Late	NA
SRS2728680	SRR6338823	PAIRED	Homo sapiens	10xv2	YES	SRP125998	Retina	rep1	35	Late	NA
SRS2728684	SRR6338827	PAIRED	Homo sapiens	10xv2	YES	SRP125998	Retina	rep2	49	Late	NA
SRS2728691	SRR6338834	PAIRED	Homo sapiens	10xv2	YES	SRP125998	Retina	rep2	56	Late	NA
SRS2728711	SRR6338854	PAIRED	Homo sapiens	10xv2	YES	SRP125998	Retina	rep1	7	Early	NA
SRS2728727	SRR6338870	PAIRED	Homo sapiens	10xv2	YES	SRP125998	Retina	rep1	49	Late	NA
SRS2728742	SRR6338885	PAIRED	Homo sapiens	10xv2	YES	SRP125998	Retina	rep1	14	Late	NA
SRS3106635	SRR6916783	PAIRED	Homo sapiens	SMARTSeq_v4	NO	SRP136739	Retina	NA	90	Late	NA
SRS3106640	SRR6916788	PAIRED	Homo sapiens	SMARTSeq_v4	NO	SRP136739	Retina	NA	90	Late	NA
SRS3106652	SRR6916800	PAIRED	Homo sapiens	SMARTSeq_v4	NO	SRP136739	Retina	NA	90	Late	NA
SRS3106659	SRR6916807	PAIRED	Homo sapiens	SMARTSeq_v4	NO	SRP136739	Retina	NA	90	Late	NA
SRS3106664	SRR6916812	PAIRED	Homo sapiens	SMARTSeq_v4	NO	SRP136739	Retina	NA	90	Late	NA
SRS3106701	SRR6916848	PAIRED	Homo sapiens	SMARTSeq_v4	NO	SRP136739	Retina	NA	90	Late	NA
SRS3106712	SRR6916860	PAIRED	Homo sapiens	SMARTSeq_v4	NO	SRP136739	Retina	NA	90	Late	NA
SRS3669089	SRR7692546	PAIRED	Macaca fascicularis	10xv2	YES	SRP157927	Retina	Macaque1	1000	Late	NA
SRS3669098	SRR7692555	PAIRED	Macaca fascicularis	10xv2	YES	SRP157927	Retina	Macaque2	1000	Late	NA
SRS3669101	SRR7692558	PAIRED	Macaca fascicularis	10xv2	YES	SRP157927	Retina	Macaque2	1000	Late	NA
SRS3675001	SRR7699796	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	NA
SRS3675005	SRR7699802	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	NA
SRS3675018	SRR7699814	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	NA
SRS3675029	SRR7699826	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	NA
SRS3675036	SRR7699830	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	NA
SRS3675041	SRR7699839	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	NA
SRS3675050	SRR7699844	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	NA
SRS3675055	SRR7699851	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	NA
SRS3675057	SRR7699854	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	NA
SRS3675080	SRR7699876	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	NA
SRS3675154	SRR7699877	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	NA
SRS3675083	SRR7699880	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	NA
SRS3675084	SRR7699881	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	NA
SRS3675098	SRR7699896	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	NA
SRS3675120	SRR7699920	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	NA
SRS3675128	SRR7699926	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	NA
SRS3675143	SRR7699941	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	NA
SRS3675165	SRR7699961	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	NA
SRS3675177	SRR7699970	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	NA
SRS3675180	SRR7699974	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	NA
SRS3675179	SRR7699977	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	NA
SRS3675197	SRR7699993	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	NA
SRS3675214	SRR7700012	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	NA
SRS3675234	SRR7700029	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	NA
SRS3675236	SRR7700031	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	NA
SRS3675237	SRR7700032	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	NA
SRS3675245	SRR7700038	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	NA
SRS3675265	SRR7700060	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	NA
SRS3675275	SRR7700069	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-5	Early	NA
SRS3675282	SRR7700075	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	NA
SRS3675280	SRR7700078	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	NA
SRS3675296	SRR7700091	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	NA
SRS3675297	SRR7700093	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	NA
SRS3675300	SRR7700097	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	NA
SRS3675298	SRR7700098	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	NA
SRS3675304	SRR7700099	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	NA
SRS3675306	SRR7700102	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	NA
SRS3675309	SRR7700105	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	NA
SRS3675319	SRR7700115	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	NA
SRS3675320	SRR7700118	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	NA
SRS3675329	SRR7700126	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	NA
SRS3675345	SRR7700142	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	NA
SRS3675347	SRR7700144	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	NA
SRS3675362	SRR7700157	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	NA
SRS3675376	SRR7700173	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	NA
SRS3675385	SRR7700182	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	NA
SRS3675404	SRR7700200	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	NA
SRS3675403	SRR7700201	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	NA
SRS3675411	SRR7700208	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	NA
SRS3675428	SRR7700223	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	NA
SRS3675425	SRR7700226	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	NA
SRS3675444	SRR7700241	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	NA
SRS3675449	SRR7700245	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	NA
SRS3675454	SRR7700251	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	NA
SRS3675479	SRR7700275	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	NA
SRS3675484	SRR7700278	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	NA
SRS3675513	SRR7700309	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	NA
SRS3675517	SRR7700313	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	NA
SRS3675518	SRR7700315	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	NA
SRS3675524	SRR7700321	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	NA
SRS3675530	SRR7700325	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	NA
SRS3675535	SRR7700334	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	NA
SRS3675550	SRR7700347	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	NA
SRS3675552	SRR7700348	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	NA
SRS3675551	SRR7700350	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	NA
SRS3675555	SRR7700353	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	-1	Early	NA
SRS3675576	SRR7700376	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA
SRS3675595	SRR7700393	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA
SRS3675594	SRR7700394	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA
SRS3675597	SRR7700396	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA
SRS3675613	SRR7700411	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA
SRS3675618	SRR7700416	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA
SRS3675629	SRR7700428	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA
SRS3675636	SRR7700436	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA
SRS3675639	SRR7700438	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA
SRS3675653	SRR7700453	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA
SRS3675657	SRR7700454	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA
SRS3675656	SRR7700456	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA
SRS3675662	SRR7700461	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA
SRS3675673	SRR7700472	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA
SRS3675714	SRR7700512	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA
SRS3675760	SRR7700557	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA
SRS3675754	SRR7700558	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA
SRS3675774	SRR7700569	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA
SRS3675834	SRR7700634	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA
SRS3675847	SRR7700645	PAIRED	Mus musculus	SMARTSeq_v2	NO	SRP158081	Retina	Rep1	2	Early	NA
SRS3698233	SRR7733544	PAIRED	Macaca fascicularis	10xv2	YES	SRP158528	Retina	Macaque2	1000	Late	NA
SRS3698215	SRR7733528	PAIRED	Macaca fascicularis	10xv2	YES	SRP157927	Retina	Macaque4	1000	Late	NA
SRS3731649	SRR7775507	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3731653	SRR7775510	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3731687	SRR7775543	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
SRS3731694	SRR7775552	SINGLE	Homo sapiens	SCRBSeq	YES	SRP159286	Retina	NA	240	Late	NA
