sample_accession	run_accession	library_layout	organism	Platform	UMI	study_accession	Tissue	Covariate	Age	integration_group	TissueNote	Source	bam10x	Comment	biosample	Organ
SRS5053724	SRR9632074	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919240: Macular_R45_C34; Homo sapiens; RNA-Seq | NA | Macular_R45_C34	Tissue	NA	NA	SAMN12190898	Eye
SRS5053723	SRR9631289	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3918855: Macular_R20_C52; Homo sapiens; RNA-Seq | NA | Macular_R20_C52	Tissue	NA	NA	SAMN12189945	Eye
SRS5053722	SRR9631288	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3918854: Macular_R20_C45; Homo sapiens; RNA-Seq | NA | Macular_R20_C45	Tissue	NA	NA	SAMN12189946	Eye
SRS5053721	SRR9631287	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3918853: Macular_R20_C25; Homo sapiens; RNA-Seq | NA | Macular_R20_C25	Tissue	NA	NA	SAMN12189947	Eye
SRS5053725	SRR9631286	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3918852: Macular_R20_C17; Homo sapiens; RNA-Seq | NA | Macular_R20_C17	Tissue	NA	NA	SAMN12189948	Eye
SRS5053720	SRR9631285	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3918851: Macular_R20_C13; Homo sapiens; RNA-Seq | NA | Macular_R20_C13	Tissue	NA	NA	SAMN12189949	Eye
SRS5053719	SRR9631284	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3918850: Macular_R20_C10; Homo sapiens; RNA-Seq | NA | Macular_R20_C10	Tissue	NA	NA	SAMN12189950	Eye
SRS5053718	SRR9631283	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3918849: Macular_R1_C70; Homo sapiens; RNA-Seq | NA | Macular_R1_C70	Tissue	NA	NA	SAMN12189951	Eye
SRS5053717	SRR9631282	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3918848: Macular_R1_C62; Homo sapiens; RNA-Seq | NA | Macular_R1_C62	Tissue	NA	NA	SAMN12189869	Eye
SRS5053716	SRR9630393	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3918439: Periph_Nuc_R51_C39; Homo sapiens; RNA-Seq | NA | Periph_Nuc_R51_C39	Tissue	NA	NA	SAMN12190202	Eye
SRS5053715	SRR9630392	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3918438: Periph_Nuc_R51_C38; Homo sapiens; RNA-Seq | NA | Periph_Nuc_R51_C38	Tissue	NA	NA	SAMN12190203	Eye
SRS5053714	SRR9630391	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3918437: Periph_Nuc_R51_C36; Homo sapiens; RNA-Seq | NA | Periph_Nuc_R51_C36	Tissue	NA	NA	SAMN12190204	Eye
SRS5053713	SRR9630390	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3918436: Periph_Nuc_R51_C19; Homo sapiens; RNA-Seq | NA | Periph_Nuc_R51_C19	Tissue	NA	NA	SAMN12190330	Eye
SRS5053712	SRR9630389	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3918435: Periph_Nuc_R51_C13; Homo sapiens; RNA-Seq | NA | Periph_Nuc_R51_C13	Tissue	NA	NA	SAMN12190273	Eye
SRS5053711	SRR9630388	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3918434: Periph_Nuc_R50_C70; Homo sapiens; RNA-Seq | NA | Periph_Nuc_R50_C70	Tissue	NA	NA	SAMN12190274	Eye
SRS5053710	SRR9630387	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3918433: Periph_Nuc_R50_C62; Homo sapiens; RNA-Seq | NA | Periph_Nuc_R50_C62	Tissue	NA	NA	SAMN12190275	Eye
SRS5053709	SRR9630386	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3918432: Periph_Nuc_R50_C60; Homo sapiens; RNA-Seq | NA | Periph_Nuc_R50_C60	Tissue	NA	NA	SAMN12190276	Eye
SRS5053708	SRR9629633	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3917999: Macu_Nuc_R47_C29; Homo sapiens; RNA-Seq | NA | Macu_Nuc_R47_C29	Tissue	NA	NA	SAMN12189522	Eye
SRS5053707	SRR9629632	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3917998: Macu_Nuc_R47_C27; Homo sapiens; RNA-Seq | NA | Macu_Nuc_R47_C27	Tissue	NA	NA	SAMN12189525	Eye
SRS5053705	SRR9629631	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3917997: Macu_Nuc_R47_C26; Homo sapiens; RNA-Seq | NA | Macu_Nuc_R47_C26	Tissue	NA	NA	SAMN12189526	Eye
SRS5053706	SRR9629630	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3917996: Macu_Nuc_R47_C25; Homo sapiens; RNA-Seq | NA | Macu_Nuc_R47_C25	Tissue	NA	NA	SAMN12189527	Eye
SRS5053704	SRR9629629	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3917995: Macu_Nuc_R46_C8; Homo sapiens; RNA-Seq | NA | Macu_Nuc_R46_C8	Tissue	NA	NA	SAMN12189529	Eye
SRS5053703	SRR9629628	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3917994: Macu_Nuc_R46_C7; Homo sapiens; RNA-Seq | NA | Macu_Nuc_R46_C7	Tissue	NA	NA	SAMN12189530	Eye
SRS5053701	SRR9629547	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3917993: Macu_Nuc_R46_C57; Homo sapiens; RNA-Seq | NA | Macu_Nuc_R46_C57	Tissue	NA	NA	SAMN12189440	Eye
SRS5053702	SRR9629546	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3917992: Macu_Nuc_R46_C56; Homo sapiens; RNA-Seq | NA | Macu_Nuc_R46_C56	Tissue	NA	NA	SAMN12189441	Eye
SRS5053700	SRR9627929	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3917175: Mac1cell_R35_C65; Homo sapiens; RNA-Seq | NA | Mac1cell_R35_C65	Tissue	NA	NA	SAMN12188374	Eye
SRS5053699	SRR9627928	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3917174: Mac1cell_R35_C63; Homo sapiens; RNA-Seq | NA | Mac1cell_R35_C63	Tissue	NA	NA	SAMN12188375	Eye
SRS5053698	SRR9627927	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3917173: Mac1cell_R35_C57; Homo sapiens; RNA-Seq | NA | Mac1cell_R35_C57	Tissue	NA	NA	SAMN12188376	Eye
SRS5053697	SRR9627926	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3917172: Mac1cell_R35_C54; Homo sapiens; RNA-Seq | NA | Mac1cell_R35_C54	Tissue	NA	NA	SAMN12188377	Eye
SRS5053696	SRR9627925	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3917171: Mac1cell_R35_C51; Homo sapiens; RNA-Seq | NA | Mac1cell_R35_C51	Tissue	NA	NA	SAMN12188379	Eye
SRS5053695	SRR9627924	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3917170: Mac1cell_R35_C4; Homo sapiens; RNA-Seq | NA | Mac1cell_R35_C4	Tissue	NA	NA	SAMN12188380	Eye
SRS5053694	SRR9627923	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3917169: Mac1cell_R35_C49; Homo sapiens; RNA-Seq | NA | Mac1cell_R35_C49	Tissue	NA	NA	SAMN12188381	Eye
SRS5053693	SRR9627922	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3917168: Mac1cell_R35_C47; Homo sapiens; RNA-Seq | NA | Mac1cell_R35_C47	Tissue	NA	NA	SAMN12188382	Eye
SRS5053692	SRR9633314	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3923039: Per_R63_C21; Homo sapiens; RNA-Seq | NA | Per_R63_C21	Tissue	NA	NA	SAMN12201035	Eye
SRS5053691	SRR9633313	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3923038: Per_R63_C20; Homo sapiens; RNA-Seq | NA | Per_R63_C20	Tissue	NA	NA	SAMN12201036	Eye
SRS5053690	SRR9633312	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3923037: Per_R63_C18; Homo sapiens; RNA-Seq | NA | Per_R63_C18	Tissue	NA	NA	SAMN12201037	Eye
SRS5053689	SRR9633311	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3923036: Per_R63_C17; Homo sapiens; RNA-Seq | NA | Per_R63_C17	Tissue	NA	NA	SAMN12201038	Eye
SRS5053688	SRR9633310	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3923035: Per_R63_C12; Homo sapiens; RNA-Seq | NA | Per_R63_C12	Tissue	NA	NA	SAMN12201198	Eye
SRS5053687	SRR9633309	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3923034: Per_R62_C69; Homo sapiens; RNA-Seq | NA | Per_R62_C69	Tissue	NA	NA	SAMN12201199	Eye
SRS5053686	SRR9633228	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3923033: Per_R62_C67; Homo sapiens; RNA-Seq | NA | Per_R62_C67	Tissue	NA	NA	SAMN12201200	Eye
SRS5053684	SRR9633227	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3923032: Per_R62_C64; Homo sapiens; RNA-Seq | NA | Per_R62_C64	Tissue	NA	NA	SAMN12201201	Eye
SRS5053685	SRR9632385	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922591: Per_R20_C19; Homo sapiens; RNA-Seq | NA | Per_R20_C19	Tissue	NA	NA	SAMN12201586	Eye
SRS5053683	SRR9632384	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922590: Per_R1_C69; Homo sapiens; RNA-Seq | NA | Per_R1_C69	Tissue	NA	NA	SAMN12201587	Eye
SRS5053682	SRR9632383	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922589: Per_R1_C67; Homo sapiens; RNA-Seq | NA | GEO accession GSM3922589 is currently private and is scheduled to be released on Oct 01, 2019.	Tissue	NA	NA	SAMN12201588	Eye
SRS5053681	SRR9632382	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922588: Per_R1_C40; Homo sapiens; RNA-Seq | NA | GEO accession GSM3922588 is currently private and is scheduled to be released on Oct 01, 2019.	Tissue	NA	NA	SAMN12201589	Eye
SRS5053680	SRR9632381	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922587: Per_R1_C37; Homo sapiens; RNA-Seq | NA | GEO accession GSM3922587 is currently private and is scheduled to be released on Oct 01, 2019.	Tissue	NA	NA	SAMN12201627	Eye
SRS5053679	SRR9632380	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922586: Per_R1_C23; Homo sapiens; RNA-Seq | NA | GEO accession GSM3922586 is currently private and is scheduled to be released on Oct 01, 2019.	Tissue	NA	NA	SAMN12201628	Eye
SRS5053678	SRR9632379	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922585: Per_R1_C22; Homo sapiens; RNA-Seq | NA | GEO accession GSM3922585 is currently private and is scheduled to be released on Oct 01, 2019.	Tissue	NA	NA	SAMN12201629	Eye
SRS5053676	SRR9632378	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922584: Per_R1_C18; Homo sapiens; RNA-Seq | NA | GEO accession GSM3922584 is currently private and is scheduled to be released on Oct 01, 2019.	Tissue	NA	NA	SAMN12201630	Eye
SRS5053677	SRR9631385	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922151: Mac_R17_C57; Homo sapiens; RNA-Seq | NA | Mac_R17_C57	Tissue	NA	NA	SAMN12200339	Eye
SRS5053675	SRR9631384	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922150: Mac_R17_C50; Homo sapiens; RNA-Seq | NA | Mac_R17_C50	Tissue	NA	NA	SAMN12200340	Eye
SRS5053674	SRR9631383	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922149: Mac_R17_C35; Homo sapiens; RNA-Seq | NA | Mac_R17_C35	Tissue	NA	NA	SAMN12200341	Eye
SRS5053673	SRR9631382	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922148: Mac_R17_C30; Homo sapiens; RNA-Seq | NA | Mac_R17_C30	Tissue	NA	NA	SAMN12200342	Eye
SRS5053672	SRR9631381	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922147: Mac_R17_C28; Homo sapiens; RNA-Seq | NA | Mac_R17_C28	Tissue	NA	NA	SAMN12200343	Eye
SRS5053671	SRR9631380	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922146: Mac_R16_C58; Homo sapiens; RNA-Seq | NA | Mac_R16_C58	Tissue	NA	NA	SAMN12200344	Eye
SRS5053670	SRR9631379	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922145: Mac_R16_C55; Homo sapiens; RNA-Seq | NA | Mac_R16_C55	Tissue	NA	NA	SAMN12200345	Eye
SRS5053669	SRR9631378	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922144: Mac_R16_C54; Homo sapiens; RNA-Seq | NA | Mac_R16_C54	Tissue	NA	NA	SAMN12200346	Eye
SRS5053668	SRR9630113	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921439: sample_R45_C49; Homo sapiens; RNA-Seq | NA | sample_R45_C49	Tissue	NA	NA	SAMN12199404	Eye
SRS5053667	SRR9630112	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921438: sample_R45_C47; Homo sapiens; RNA-Seq | NA | sample_R45_C47	Tissue	NA	NA	SAMN12199405	Eye
SRS5053666	SRR9630111	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921437: sample_R45_C44; Homo sapiens; RNA-Seq | NA | sample_R45_C44	Tissue	NA	NA	SAMN12199406	Eye
SRS5053665	SRR9630110	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921436: sample_R45_C39; Homo sapiens; RNA-Seq | NA | sample_R45_C39	Tissue	NA	NA	SAMN12199407	Eye
SRS5053664	SRR9630109	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921435: sample_R45_C26; Homo sapiens; RNA-Seq | NA | sample_R45_C26	Tissue	NA	NA	SAMN12199408	Eye
SRS5053663	SRR9630108	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921434: sample_R45_C24; Homo sapiens; RNA-Seq | NA | sample_R45_C24	Tissue	NA	NA	SAMN12199409	Eye
SRS5053662	SRR9629947	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921433: sample_R45_C21; Homo sapiens; RNA-Seq | NA | sample_R45_C21	Tissue	NA	NA	SAMN12199410	Eye
SRS5053661	SRR9629946	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921432: sample_R45_C1; Homo sapiens; RNA-Seq | NA | sample_R45_C1	Tissue	NA	NA	SAMN12199411	Eye
SRS5053660	SRR9629105	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3920991: sample_R24_C32; Homo sapiens; RNA-Seq | NA | sample_R24_C32	Tissue	NA	NA	SAMN12199880	Eye
SRS5053659	SRR9629104	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3920990: sample_R24_C25; Homo sapiens; RNA-Seq | NA | sample_R24_C25	Tissue	NA	NA	SAMN12199881	Eye
SRS5053658	SRR9629103	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3920989: sample_R24_C24; Homo sapiens; RNA-Seq | NA | sample_R24_C24	Tissue	NA	NA	SAMN12199882	Eye
SRS5053657	SRR9629102	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3920988: sample_R24_C22; Homo sapiens; RNA-Seq | NA | sample_R24_C22	Tissue	NA	NA	SAMN12199883	Eye
SRS5053656	SRR9629101	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3920987: sample_R24_C21; Homo sapiens; RNA-Seq | NA | sample_R24_C21	Tissue	NA	NA	SAMN12199884	Eye
SRS5053655	SRR9629100	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3920986: sample_R24_C20; Homo sapiens; RNA-Seq | NA | sample_R24_C20	Tissue	NA	NA	SAMN12199885	Eye
SRS5053653	SRR9629099	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3920985: sample_R24_C1; Homo sapiens; RNA-Seq | NA | sample_R24_C1	Tissue	NA	NA	SAMN12199886	Eye
SRS5053652	SRR9629098	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3920984: sample_R24_C17; Homo sapiens; RNA-Seq | NA | sample_R24_C17	Tissue	NA	NA	SAMN12199887	Eye
SRS5053654	SRR9628105	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3920551: Per_R47_C48; Homo sapiens; RNA-Seq | NA | Per_R47_C48	Tissue	NA	NA	SAMN12198897	Eye
SRS5053651	SRR9628104	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3920550: Per_R47_C35; Homo sapiens; RNA-Seq | NA | Per_R47_C35	Tissue	NA	NA	SAMN12198898	Eye
SRS5053649	SRR9628103	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3920549: Per_R47_C10; Homo sapiens; RNA-Seq | NA | Per_R47_C10	Tissue	NA	NA	SAMN12198899	Eye
SRS5053650	SRR9628102	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3920548: Per_R46_C7; Homo sapiens; RNA-Seq | NA | Per_R46_C7	Tissue	NA	NA	SAMN12198900	Eye
SRS5053648	SRR9628101	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3920547: Per_R46_C58; Homo sapiens; RNA-Seq | NA | Per_R46_C58	Tissue	NA	NA	SAMN12198902	Eye
SRS5053647	SRR9628100	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3920546: Per_R46_C53; Homo sapiens; RNA-Seq | NA | Per_R46_C53	Tissue	NA	NA	SAMN12198690	Eye
SRS5053646	SRR9628099	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3920545: Per_R46_C49; Homo sapiens; RNA-Seq | NA | Per_R46_C49	Tissue	NA	NA	SAMN12194034	Eye
SRS5053645	SRR9628098	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3920544: Per_R46_C35; Homo sapiens; RNA-Seq | NA | Per_R46_C35	Tissue	NA	NA	SAMN12194078	Eye
SRS5053644	SRR9633800	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3920103: M_R51_C41; Homo sapiens; RNA-Seq | NA | M_R51_C41	Tissue	NA	NA	SAMN12198187	Eye
SRS5053643	SRR9633799	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3920102: M_R51_C37; Homo sapiens; RNA-Seq | NA | M_R51_C37	Tissue	NA	NA	SAMN12198201	Eye
SRS5053642	SRR9633798	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3920101: M_R50_C70; Homo sapiens; RNA-Seq | NA | M_R50_C70	Tissue	NA	NA	SAMN12198232	Eye
SRS5053641	SRR9633797	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3920100: M_R50_C64; Homo sapiens; RNA-Seq | NA | M_R50_C64	Tissue	NA	NA	SAMN12198249	Eye
SRS5053640	SRR9633796	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3920099: M_R50_C62; Homo sapiens; RNA-Seq | NA | M_R50_C62	Tissue	NA	NA	SAMN12197114	Eye
SRS5053639	SRR9633795	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3920098: M_R50_C19; Homo sapiens; RNA-Seq | NA | M_R50_C19	Tissue	NA	NA	SAMN12197115	Eye
SRS5053638	SRR9633794	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3920097: M_R4_C68; Homo sapiens; RNA-Seq | NA | M_R4_C68	Tissue	NA	NA	SAMN12197116	Eye
SRS5053637	SRR9633793	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3920096: M_R4_C61; Homo sapiens; RNA-Seq | NA | M_R4_C61	Tissue	NA	NA	SAMN12194870	Eye
SRS5053636	SRR9632818	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919663: Macular_R68_C3; Homo sapiens; RNA-Seq | NA | Macular_R68_C3	Tissue	NA	NA	SAMN12191136	Eye
SRS5053634	SRR9632817	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919662: Macular_R68_C35; Homo sapiens; RNA-Seq | NA | Macular_R68_C35	Tissue	NA	NA	SAMN12191137	Eye
SRS5053635	SRR9632816	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919661: Macular_R68_C32; Homo sapiens; RNA-Seq | NA | Macular_R68_C32	Tissue	NA	NA	SAMN12191138	Eye
SRS5053633	SRR9632815	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919660: Macular_R68_C28; Homo sapiens; RNA-Seq | NA | Macular_R68_C28	Tissue	NA	NA	SAMN12191139	Eye
SRS5053632	SRR9632814	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919659: Macular_R68_C27; Homo sapiens; RNA-Seq | NA | Macular_R68_C27	Tissue	NA	NA	SAMN12191140	Eye
SRS5053631	SRR9632813	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919658: Macular_R68_C26; Homo sapiens; RNA-Seq | NA | Macular_R68_C26	Tissue	NA	NA	SAMN12191141	Eye
SRS5053630	SRR9632812	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919657: Macular_R68_C23; Homo sapiens; RNA-Seq | NA | Macular_R68_C23	Tissue	NA	NA	SAMN12191142	Eye
SRS5053629	SRR9632811	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919656: Macular_R68_C20; Homo sapiens; RNA-Seq | NA | Macular_R68_C20	Tissue	NA	NA	SAMN12191143	Eye
SRS5053628	SRR9632073	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919239: Macular_R45_C24; Homo sapiens; RNA-Seq | NA | Macular_R45_C24	Tissue	NA	NA	SAMN12190899	Eye
SRS5053627	SRR9632072	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919238: Macular_R45_C23; Homo sapiens; RNA-Seq | NA | Macular_R45_C23	Tissue	NA	NA	SAMN12190824	Eye
SRS5053626	SRR9632071	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919237: Macular_R45_C1; Homo sapiens; RNA-Seq | NA | Macular_R45_C1	Tissue	NA	NA	SAMN12190825	Eye
SRS5053625	SRR9632070	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919236: Macular_R45_C12; Homo sapiens; RNA-Seq | NA | Macular_R45_C12	Tissue	NA	NA	SAMN12190826	Eye
SRS5053624	SRR9632069	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919235: Macular_R45_C0; Homo sapiens; RNA-Seq | NA | Macular_R45_C0	Tissue	NA	NA	SAMN12190827	Eye
SRS5053623	SRR9632068	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919234: Macular_R44_C62; Homo sapiens; RNA-Seq | NA | Macular_R44_C62	Tissue	NA	NA	SAMN12190828	Eye
SRS5053622	SRR9632067	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919233: Macular_R44_C60; Homo sapiens; RNA-Seq | NA | Macular_R44_C60	Tissue	NA	NA	SAMN12190829	Eye
SRS5053621	SRR9632066	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919232: Macular_R44_C5; Homo sapiens; RNA-Seq | NA | Macular_R44_C5	Tissue	NA	NA	SAMN12190830	Eye
SRS5053620	SRR9631281	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3918847: Macular_R1_C58; Homo sapiens; RNA-Seq | NA | Macular_R1_C58	Tissue	NA	NA	SAMN12189870	Eye
SRS5053619	SRR9631280	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3918846: Macular_R1_C53; Homo sapiens; RNA-Seq | NA | Macular_R1_C53	Tissue	NA	NA	SAMN12189871	Eye
